strain_id,T0_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.PLM2_SNA3,T0_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.HNM1_TPO1,T0_noMTX_noDrug.SRO9_SGN1,T0_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.SSH1_ERG11,T0_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ALO1_HYR1,T0_noMTX_noDrug.HUG1_PGM2,T0_noMTX_noDrug.SRO9_DHH1,T0_noMTX_noDrug.MID2_RSN1,T0_noMTX_noDrug.ERG11_ERV25,T0_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.TPO1_TPO2,T0_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_PIS1,T0_noMTX_noDrug.FMP45_HNM1,T0_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.noPPI_reference,T0_noMTX_noDrug.SSH1_ORM2,T0_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.ERV25_EMP47,T0_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ADE17_GIS2,T0_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.HNM1_TPO4,T0_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.FMP45_MID2,T0_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_TPO2,T0_noMTX_noDrug.GTR1_SLM4,T0_noMTX_noDrug.ADE17_PGM2,T0_noMTX_noDrug.RET2_SNA3
783,1.0,8.0,2.0,11.0,8.0,135.0,200.0,28.0,28.0,34.0,4.0,26.0,26.0,149.0,72.0,6.0,11.0,20.0,129.0,62.0,28.0,6.0,64.0,7.0,8.0,6.0,18.0,39.0,2.0,48.0,102.0,110.0,5.0,6.0,4.0,130.0,56.0,24.0,19.0,2.0,5.0,86.0,61.0,48.0,24.0,47.0,6.0,29.0,54.0,125.0,18.0,153.0,70.0,44.0,51.0,48.0,1.0,12.0,4.0,10.0,3.0,0.0
784,36.0,7.0,0.0,17.0,18.0,23.0,63.0,14.0,52.0,22.0,40.0,16.0,11.0,2.0,8.0,29.0,23.0,7.0,7.0,10.0,8.0,40.0,56.0,36.0,5.0,4.0,33.0,6.0,2.0,6.0,32.0,25.0,5.0,5.0,1.0,51.0,29.0,22.0,19.0,27.0,3.0,8.0,14.0,25.0,4.0,33.0,2.0,5.0,21.0,9.0,5.0,0.0,23.0,5.0,49.0,48.0,11.0,20.0,11.0,284.0,1.0,2.0
789,121.0,17.0,43.0,6.0,17.0,302.0,125.0,15.0,4.0,166.0,51.0,312.0,103.0,13.0,40.0,124.0,243.0,19.0,204.0,128.0,3.0,85.0,10.0,140.0,18.0,14.0,9.0,58.0,5.0,148.0,349.0,31.0,9.0,13.0,4.0,108.0,14.0,130.0,19.0,157.0,7.0,202.0,81.0,68.0,202.0,91.0,6.0,48.0,180.0,66.0,12.0,76.0,171.0,4.0,40.0,430.0,166.0,90.0,87.0,13.0,6.0,3.0
790,81.0,86.0,68.0,125.0,89.0,58.0,97.0,5.0,158.0,26.0,16.0,91.0,13.0,35.0,449.0,11.0,40.0,100.0,781.0,463.0,16.0,29.0,46.0,82.0,12.0,5.0,36.0,124.0,57.0,19.0,30.0,44.0,16.0,96.0,19.0,62.0,247.0,27.0,150.0,3.0,3.0,28.0,114.0,248.0,349.0,293.0,18.0,24.0,111.0,187.0,54.0,36.0,24.0,207.0,81.0,190.0,161.0,30.0,50.0,1006.0,274.0,11.0
791,21.0,9.0,9.0,25.0,93.0,25.0,51.0,8.0,26.0,24.0,10.0,20.0,8.0,17.0,147.0,6.0,16.0,33.0,49.0,10.0,59.0,11.0,18.0,36.0,6.0,5.0,25.0,49.0,7.0,12.0,38.0,27.0,11.0,141.0,1.0,46.0,20.0,15.0,19.0,7.0,6.0,44.0,34.0,24.0,73.0,64.0,12.0,117.0,15.0,121.0,63.0,68.0,16.0,70.0,23.0,110.0,61.0,40.0,23.0,19.0,38.0,17.0
795,630.0,861.0,181.0,314.0,1402.0,1359.0,2620.0,123.0,344.0,341.0,80.0,1523.0,194.0,261.0,1843.0,233.0,129.0,469.0,875.0,123.0,707.0,74.0,411.0,271.0,94.0,60.0,692.0,676.0,197.0,679.0,251.0,827.0,55.0,310.0,258.0,2098.0,569.0,85.0,1123.0,230.0,16.0,302.0,359.0,1769.0,797.0,2544.0,34.0,512.0,690.0,2046.0,300.0,452.0,268.0,1115.0,1074.0,2087.0,297.0,212.0,255.0,2070.0,182.0,55.0
796,154.0,25.0,200.0,96.0,365.0,106.0,130.0,8.0,571.0,66.0,521.0,83.0,26.0,141.0,937.0,48.0,780.0,181.0,755.0,1013.0,286.0,492.0,54.0,92.0,26.0,48.0,345.0,359.0,26.0,18.0,333.0,57.0,35.0,167.0,16.0,62.0,675.0,45.0,364.0,40.0,9.0,236.0,80.0,155.0,952.0,290.0,60.0,613.0,74.0,285.0,819.0,361.0,207.0,663.0,48.0,103.0,201.0,70.0,43.0,17.0,286.0,26.0
797,25.0,41.0,1.0,3.0,64.0,10.0,13.0,21.0,4.0,17.0,3.0,27.0,6.0,1.0,44.0,5.0,5.0,10.0,3.0,33.0,43.0,0.0,34.0,13.0,1.0,7.0,71.0,10.0,2.0,15.0,66.0,3.0,3.0,5.0,8.0,12.0,11.0,22.0,22.0,4.0,2.0,31.0,11.0,10.0,20.0,24.0,2.0,44.0,2.0,10.0,63.0,0.0,39.0,4.0,14.0,7.0,33.0,9.0,14.0,1.0,5.0,3.0
798,396.0,70.0,2291.0,133.0,1523.0,213.0,735.0,157.0,401.0,345.0,306.0,480.0,79.0,35.0,232.0,321.0,608.0,229.0,14.0,180.0,486.0,600.0,470.0,292.0,59.0,259.0,950.0,394.0,14.0,165.0,38.0,335.0,279.0,88.0,21.0,285.0,246.0,94.0,718.0,468.0,24.0,48.0,100.0,146.0,343.0,221.0,10.0,1059.0,217.0,371.0,1049.0,9.0,83.0,133.0,380.0,350.0,434.0,214.0,279.0,51.0,15.0,92.0
800,8.0,5.0,4.0,0.0,8.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,3.0,5.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,8.0,4.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,2.0,5.0,2.0,3.0,7.0,2.0,4.0,1.0,3.0,2.0,2.0
801,204.0,156.0,129.0,112.0,8.0,22.0,105.0,10.0,6.0,31.0,4.0,65.0,10.0,86.0,69.0,4.0,5.0,4.0,4.0,1.0,0.0,3.0,11.0,59.0,6.0,42.0,4.0,16.0,5.0,26.0,26.0,9.0,2.0,3.0,0.0,58.0,60.0,16.0,4.0,9.0,2.0,20.0,105.0,18.0,8.0,42.0,5.0,5.0,126.0,26.0,2.0,23.0,13.0,78.0,6.0,8.0,139.0,36.0,78.0,5.0,140.0,1.0
803,33.0,9.0,6.0,41.0,21.0,11.0,10.0,47.0,0.0,16.0,31.0,1.0,13.0,2.0,2.0,23.0,22.0,4.0,5.0,6.0,1.0,55.0,45.0,5.0,2.0,3.0,16.0,18.0,2.0,35.0,20.0,33.0,1.0,2.0,2.0,1.0,2.0,47.0,11.0,21.0,0.0,18.0,27.0,6.0,2.0,10.0,4.0,33.0,22.0,16.0,8.0,4.0,31.0,4.0,18.0,2.0,30.0,15.0,13.0,1.0,2.0,0.0
804,5.0,2.0,10.0,19.0,17.0,64.0,159.0,22.0,5.0,18.0,4.0,39.0,16.0,98.0,26.0,16.0,18.0,16.0,239.0,31.0,7.0,38.0,30.0,5.0,7.0,19.0,68.0,35.0,2.0,49.0,10.0,34.0,5.0,4.0,4.0,14.0,18.0,18.0,25.0,4.0,4.0,2.0,38.0,14.0,46.0,29.0,3.0,20.0,20.0,13.0,9.0,6.0,1.0,13.0,52.0,45.0,13.0,3.0,5.0,2.0,4.0,3.0
805,47.0,35.0,30.0,6.0,30.0,29.0,55.0,0.0,3.0,12.0,5.0,31.0,7.0,1.0,13.0,12.0,15.0,10.0,8.0,5.0,2.0,15.0,73.0,15.0,5.0,28.0,32.0,12.0,19.0,15.0,70.0,28.0,5.0,1.0,0.0,25.0,69.0,14.0,20.0,8.0,1.0,45.0,29.0,23.0,26.0,19.0,1.0,20.0,10.0,51.0,35.0,1.0,52.0,37.0,13.0,69.0,24.0,25.0,17.0,7.0,3.0,0.0
807,1.0,6.0,5.0,19.0,56.0,5.0,17.0,5.0,31.0,8.0,3.0,3.0,1.0,1.0,45.0,6.0,3.0,10.0,2.0,0.0,71.0,1.0,3.0,1.0,0.0,4.0,29.0,4.0,2.0,6.0,1.0,7.0,0.0,166.0,3.0,16.0,9.0,22.0,14.0,0.0,0.0,2.0,3.0,6.0,4.0,6.0,2.0,15.0,6.0,44.0,82.0,1.0,1.0,3.0,7.0,79.0,3.0,1.0,0.0,3.0,1.0,1.0
808,46.0,8.0,3.0,27.0,7.0,67.0,87.0,16.0,6.0,7.0,12.0,99.0,19.0,2.0,19.0,25.0,64.0,8.0,4.0,47.0,4.0,116.0,22.0,33.0,5.0,1.0,17.0,30.0,1.0,29.0,11.0,23.0,14.0,10.0,0.0,58.0,25.0,25.0,24.0,19.0,2.0,11.0,14.0,30.0,48.0,44.0,2.0,24.0,42.0,28.0,15.0,2.0,4.0,9.0,12.0,156.0,30.0,25.0,11.0,295.0,2.0,11.0
809,63.0,19.0,127.0,58.0,108.0,98.0,183.0,32.0,75.0,185.0,61.0,80.0,15.0,4.0,104.0,22.0,78.0,81.0,293.0,219.0,41.0,56.0,101.0,50.0,11.0,14.0,69.0,162.0,2.0,77.0,86.0,30.0,126.0,9.0,6.0,59.0,86.0,26.0,222.0,19.0,6.0,39.0,129.0,51.0,104.0,72.0,112.0,136.0,81.0,68.0,50.0,2.0,120.0,50.0,74.0,224.0,76.0,25.0,23.0,10.0,5.0,64.0
81,25.0,9.0,295.0,7.0,16.0,9.0,4.0,3.0,133.0,8.0,65.0,74.0,6.0,1.0,15.0,2.0,136.0,7.0,3.0,0.0,6.0,75.0,9.0,57.0,3.0,7.0,23.0,38.0,1.0,26.0,11.0,14.0,4.0,73.0,0.0,21.0,4.0,12.0,30.0,6.0,2.0,19.0,46.0,14.0,175.0,28.0,0.0,6.0,40.0,27.0,9.0,0.0,13.0,25.0,2.0,135.0,51.0,16.0,14.0,3.0,3.0,2.0
811,6.0,15.0,5.0,49.0,16.0,12.0,15.0,0.0,45.0,4.0,3.0,33.0,8.0,59.0,17.0,4.0,7.0,32.0,431.0,201.0,7.0,4.0,5.0,6.0,6.0,2.0,12.0,19.0,20.0,1.0,11.0,9.0,6.0,8.0,0.0,16.0,144.0,11.0,16.0,7.0,5.0,14.0,12.0,14.0,494.0,32.0,4.0,8.0,13.0,28.0,12.0,54.0,8.0,245.0,12.0,9.0,8.0,4.0,1.0,13.0,159.0,9.0
812,23.0,5.0,5.0,15.0,6.0,16.0,57.0,1.0,0.0,3.0,19.0,2.0,4.0,5.0,11.0,8.0,47.0,3.0,2.0,1.0,43.0,21.0,8.0,10.0,4.0,141.0,28.0,9.0,4.0,15.0,6.0,17.0,0.0,6.0,1.0,15.0,30.0,16.0,4.0,14.0,0.0,2.0,2.0,10.0,3.0,14.0,2.0,53.0,5.0,51.0,47.0,4.0,3.0,9.0,11.0,50.0,3.0,6.0,3.0,2.0,0.0,2.0
813,41.0,17.0,8.0,43.0,112.0,53.0,75.0,9.0,19.0,80.0,28.0,86.0,22.0,9.0,51.0,16.0,38.0,24.0,13.0,59.0,17.0,30.0,40.0,25.0,8.0,49.0,122.0,39.0,4.0,40.0,51.0,43.0,4.0,16.0,6.0,91.0,29.0,22.0,33.0,21.0,5.0,20.0,31.0,34.0,45.0,78.0,40.0,33.0,33.0,44.0,38.0,6.0,48.0,50.0,50.0,94.0,15.0,25.0,16.0,10.0,9.0,9.0
819,349.0,65.0,193.0,52.0,245.0,107.0,197.0,48.0,25.0,67.0,55.0,35.0,10.0,31.0,264.0,542.0,111.0,35.0,140.0,82.0,83.0,55.0,70.0,123.0,13.0,123.0,298.0,65.0,35.0,53.0,539.0,65.0,15.0,17.0,24.0,204.0,59.0,32.0,89.0,480.0,9.0,394.0,102.0,221.0,71.0,215.0,6.0,121.0,75.0,188.0,98.0,29.0,493.0,119.0,40.0,369.0,182.0,121.0,180.0,2457.0,9.0,9.0
821,114.0,10.0,18.0,80.0,89.0,38.0,72.0,15.0,17.0,28.0,46.0,28.0,9.0,8.0,69.0,59.0,79.0,35.0,7.0,24.0,16.0,104.0,7.0,71.0,5.0,144.0,40.0,93.0,17.0,34.0,54.0,26.0,9.0,4.0,5.0,25.0,30.0,17.0,55.0,68.0,6.0,49.0,21.0,37.0,65.0,46.0,6.0,40.0,34.0,52.0,57.0,46.0,55.0,22.0,55.0,48.0,71.0,56.0,53.0,3.0,4.0,12.0
823,87.0,10.0,14.0,24.0,145.0,33.0,40.0,13.0,2.0,18.0,18.0,67.0,20.0,5.0,77.0,30.0,54.0,23.0,11.0,66.0,105.0,41.0,15.0,30.0,7.0,87.0,219.0,31.0,19.0,16.0,7.0,66.0,8.0,26.0,4.0,62.0,11.0,15.0,19.0,56.0,5.0,10.0,18.0,33.0,41.0,76.0,6.0,169.0,24.0,77.0,211.0,40.0,10.0,15.0,34.0,142.0,46.0,36.0,44.0,16.0,7.0,12.0
830,7.0,1.0,4.0,37.0,7.0,2.0,9.0,4.0,2.0,8.0,3.0,24.0,1.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,14.0,3.0,2.0,5.0,4.0,3.0,0.0,2.0,1.0,5.0,1.0,20.0,6.0,3.0,1.0,2.0,4.0,2.0,1.0,6.0,1.0,6.0,1.0,8.0,4.0,2.0,4.0,4.0,2.0,3.0,8.0,3.0,5.0,2.0,2.0,0.0
833,24.0,10.0,4.0,22.0,16.0,22.0,34.0,8.0,6.0,36.0,34.0,20.0,18.0,6.0,43.0,7.0,63.0,18.0,5.0,19.0,5.0,72.0,40.0,12.0,8.0,120.0,21.0,20.0,4.0,19.0,93.0,37.0,8.0,12.0,2.0,22.0,19.0,29.0,13.0,2.0,9.0,62.0,19.0,17.0,17.0,13.0,4.0,11.0,17.0,22.0,17.0,27.0,65.0,15.0,42.0,82.0,35.0,19.0,25.0,20.0,7.0,8.0
835,5.0,97.0,8.0,91.0,7.0,29.0,11.0,8.0,415.0,16.0,18.0,79.0,10.0,127.0,99.0,1.0,32.0,34.0,129.0,25.0,9.0,48.0,20.0,7.0,5.0,51.0,4.0,134.0,4.0,33.0,7.0,12.0,0.0,11.0,9.0,15.0,322.0,18.0,24.0,4.0,0.0,1.0,22.0,46.0,449.0,30.0,55.0,59.0,44.0,57.0,18.0,72.0,1.0,724.0,12.0,85.0,5.0,12.0,14.0,4.0,56.0,2.0
837,87.0,241.0,80.0,70.0,61.0,107.0,147.0,41.0,9.0,74.0,77.0,179.0,38.0,7.0,175.0,11.0,131.0,31.0,4.0,219.0,75.0,106.0,62.0,62.0,9.0,54.0,39.0,51.0,14.0,52.0,49.0,47.0,24.0,157.0,3.0,83.0,33.0,35.0,98.0,20.0,8.0,52.0,68.0,40.0,26.0,84.0,4.0,31.0,150.0,246.0,44.0,3.0,58.0,97.0,117.0,281.0,129.0,41.0,66.0,61.0,7.0,24.0
838,3565.0,846.0,2303.0,1685.0,1809.0,5296.0,6009.0,1283.0,1427.0,2633.0,717.0,12034.0,1093.0,856.0,7971.0,1851.0,2109.0,2167.0,2514.0,9582.0,2006.0,1290.0,1917.0,1957.0,579.0,1077.0,2745.0,3384.0,554.0,3261.0,3277.0,4533.0,297.0,1528.0,774.0,10594.0,5079.0,346.0,1073.0,1066.0,177.0,2078.0,3170.0,5903.0,7760.0,7474.0,762.0,908.0,4818.0,6881.0,2162.0,1009.0,2169.0,6552.0,4687.0,11570.0,2098.0,1333.0,1678.0,12751.0,2132.0,312.0
839,5.0,8.0,2.0,22.0,44.0,14.0,70.0,20.0,3.0,13.0,15.0,36.0,14.0,1.0,71.0,16.0,17.0,9.0,12.0,5.0,12.0,28.0,28.0,5.0,12.0,3.0,81.0,8.0,4.0,3.0,30.0,5.0,7.0,3.0,0.0,24.0,0.0,21.0,7.0,13.0,6.0,28.0,70.0,12.0,19.0,18.0,4.0,35.0,13.0,12.0,73.0,2.0,20.0,4.0,46.0,62.0,29.0,2.0,8.0,31.0,4.0,8.0
841,256.0,461.0,224.0,64.0,513.0,271.0,297.0,108.0,145.0,166.0,12.0,79.0,81.0,9.0,231.0,45.0,32.0,97.0,164.0,8.0,18.0,8.0,325.0,124.0,31.0,168.0,269.0,114.0,56.0,61.0,107.0,183.0,10.0,151.0,2.0,321.0,39.0,29.0,127.0,71.0,3.0,67.0,61.0,85.0,11.0,89.0,3.0,171.0,128.0,573.0,431.0,130.0,106.0,35.0,97.0,211.0,171.0,137.0,181.0,16.0,15.0,11.0
842,145.0,23.0,136.0,249.0,344.0,170.0,359.0,47.0,12.0,107.0,104.0,211.0,54.0,12.0,74.0,120.0,239.0,47.0,20.0,367.0,37.0,169.0,77.0,96.0,23.0,100.0,168.0,152.0,4.0,95.0,518.0,145.0,22.0,15.0,10.0,475.0,80.0,28.0,254.0,65.0,10.0,230.0,319.0,181.0,144.0,222.0,10.0,87.0,79.0,211.0,63.0,9.0,324.0,145.0,229.0,318.0,129.0,112.0,63.0,17.0,14.0,11.0
843,2064.0,472.0,7292.0,506.0,3457.0,2214.0,2854.0,824.0,66.0,1944.0,819.0,1211.0,363.0,394.0,2679.0,541.0,2650.0,251.0,357.0,63.0,769.0,2057.0,2115.0,1115.0,164.0,1644.0,1978.0,588.0,378.0,901.0,1249.0,996.0,100.0,465.0,64.0,611.0,126.0,151.0,1373.0,716.0,41.0,1131.0,502.0,557.0,539.0,681.0,60.0,1538.0,1053.0,2329.0,2301.0,128.0,1003.0,268.0,2735.0,3004.0,1867.0,1148.0,1101.0,120.0,278.0,82.0
848,30.0,41.0,3.0,8.0,17.0,46.0,85.0,9.0,3.0,69.0,1.0,25.0,4.0,3.0,6.0,2.0,3.0,4.0,4.0,13.0,5.0,1.0,31.0,18.0,0.0,1.0,10.0,1.0,18.0,44.0,27.0,29.0,1.0,0.0,0.0,24.0,0.0,22.0,7.0,4.0,2.0,9.0,11.0,4.0,2.0,5.0,2.0,3.0,28.0,16.0,17.0,4.0,7.0,3.0,32.0,5.0,15.0,18.0,11.0,5.0,1.0,2.0
850,102.0,248.0,27.0,220.0,102.0,391.0,588.0,35.0,352.0,130.0,44.0,748.0,82.0,134.0,840.0,46.0,28.0,259.0,460.0,377.0,53.0,22.0,106.0,89.0,33.0,202.0,94.0,228.0,137.0,211.0,237.0,291.0,13.0,25.0,34.0,199.0,623.0,57.0,234.0,23.0,13.0,145.0,171.0,308.0,1002.0,594.0,153.0,44.0,372.0,243.0,73.0,342.0,155.0,1460.0,190.0,112.0,149.0,69.0,85.0,104.0,211.0,21.0
853,188.0,76.0,640.0,959.0,569.0,986.0,1310.0,264.0,79.0,532.0,362.0,1665.0,75.0,34.0,416.0,272.0,662.0,554.0,764.0,1702.0,437.0,854.0,381.0,165.0,83.0,59.0,393.0,743.0,28.0,210.0,220.0,291.0,53.0,53.0,6.0,864.0,334.0,228.0,872.0,101.0,28.0,182.0,3324.0,263.0,645.0,394.0,515.0,38.0,514.0,151.0,170.0,171.0,152.0,383.0,655.0,1279.0,590.0,216.0,152.0,64.0,933.0,35.0
854,116.0,10.0,291.0,92.0,14.0,58.0,37.0,16.0,48.0,30.0,52.0,25.0,5.0,8.0,66.0,58.0,24.0,8.0,107.0,13.0,4.0,51.0,31.0,107.0,4.0,15.0,40.0,8.0,2.0,13.0,17.0,20.0,4.0,7.0,0.0,107.0,26.0,18.0,8.0,77.0,2.0,6.0,111.0,28.0,4.0,47.0,4.0,1.0,20.0,14.0,9.0,44.0,22.0,37.0,29.0,121.0,58.0,57.0,74.0,315.0,15.0,3.0
857,1433.0,1655.0,144.0,574.0,1745.0,1775.0,2317.0,808.0,1123.0,2554.0,53.0,1311.0,474.0,182.0,3007.0,493.0,317.0,1098.0,79.0,686.0,2484.0,443.0,3571.0,527.0,321.0,464.0,3619.0,1568.0,259.0,382.0,2854.0,1730.0,93.0,2361.0,101.0,1815.0,279.0,741.0,782.0,688.0,50.0,1402.0,916.0,1180.0,1218.0,1731.0,68.0,3227.0,1148.0,3363.0,6411.0,199.0,2228.0,929.0,1306.0,2525.0,868.0,814.0,747.0,135.0,54.0,108.0
859,32.0,29.0,103.0,37.0,34.0,106.0,168.0,42.0,6.0,26.0,19.0,86.0,23.0,4.0,46.0,22.0,50.0,100.0,73.0,127.0,6.0,32.0,22.0,40.0,19.0,4.0,19.0,185.0,27.0,96.0,64.0,49.0,12.0,6.0,2.0,43.0,4.0,39.0,47.0,28.0,5.0,30.0,32.0,34.0,7.0,35.0,19.0,21.0,92.0,39.0,13.0,4.0,24.0,35.0,63.0,67.0,28.0,13.0,17.0,5.0,2.0,10.0
860,69.0,37.0,32.0,40.0,54.0,65.0,65.0,14.0,3.0,70.0,59.0,107.0,16.0,3.0,101.0,27.0,79.0,44.0,17.0,155.0,12.0,66.0,40.0,57.0,19.0,21.0,44.0,82.0,29.0,8.0,42.0,71.0,26.0,12.0,4.0,86.0,33.0,28.0,106.0,25.0,9.0,18.0,12.0,66.0,46.0,40.0,6.0,66.0,33.0,206.0,75.0,7.0,31.0,40.0,77.0,68.0,47.0,44.0,49.0,23.0,10.0,23.0
862,22.0,152.0,15.0,28.0,30.0,22.0,34.0,6.0,8.0,19.0,10.0,61.0,10.0,7.0,43.0,9.0,10.0,7.0,12.0,36.0,12.0,12.0,7.0,12.0,15.0,11.0,16.0,14.0,11.0,8.0,38.0,14.0,60.0,7.0,4.0,68.0,16.0,10.0,43.0,7.0,34.0,38.0,24.0,34.0,18.0,37.0,9.0,12.0,21.0,34.0,19.0,9.0,66.0,11.0,48.0,80.0,9.0,13.0,7.0,41.0,20.0,46.0
868,27.0,43.0,2.0,9.0,6.0,12.0,38.0,3.0,1.0,18.0,42.0,101.0,11.0,3.0,38.0,11.0,114.0,10.0,3.0,4.0,1.0,84.0,10.0,21.0,5.0,7.0,20.0,18.0,25.0,10.0,29.0,22.0,1.0,5.0,0.0,77.0,36.0,11.0,17.0,8.0,1.0,3.0,54.0,26.0,2.0,47.0,5.0,2.0,60.0,21.0,7.0,38.0,7.0,89.0,4.0,101.0,82.0,11.0,11.0,3.0,30.0,3.0
869,17.0,6.0,4.0,12.0,43.0,21.0,77.0,14.0,4.0,11.0,3.0,25.0,17.0,3.0,101.0,3.0,3.0,26.0,2.0,3.0,90.0,4.0,21.0,5.0,2.0,4.0,43.0,44.0,0.0,28.0,7.0,40.0,0.0,15.0,2.0,15.0,17.0,17.0,24.0,5.0,1.0,4.0,10.0,8.0,9.0,16.0,0.0,54.0,20.0,169.0,83.0,1.0,5.0,7.0,35.0,116.0,8.0,8.0,2.0,5.0,36.0,0.0
87,2.0,15.0,1.0,7.0,9.0,80.0,97.0,9.0,1.0,10.0,1.0,11.0,41.0,10.0,8.0,2.0,4.0,22.0,4.0,5.0,10.0,1.0,8.0,47.0,14.0,0.0,57.0,371.0,0.0,13.0,226.0,63.0,10.0,3.0,2.0,582.0,2.0,80.0,17.0,0.0,5.0,233.0,8.0,10.0,1.0,94.0,1.0,5.0,145.0,5.0,0.0,89.0,181.0,3.0,102.0,7.0,1.0,2.0,0.0,11.0,19.0,5.0
870,15.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,5.0,2.0,3.0,1.0,4.0,3.0,15.0,4.0,0.0,2.0,0.0,8.0,2.0,8.0,0.0,1.0,7.0,17.0,1.0,0.0,46.0,0.0,3.0,2.0,0.0,0.0,1.0,7.0,23.0,1.0,0.0,20.0,2.0,5.0,1.0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,48.0,1.0,2.0,3.0,16.0,11.0,2.0,1.0,1.0,2.0
871,13.0,2.0,0.0,14.0,2.0,1.0,24.0,2.0,0.0,0.0,13.0,41.0,2.0,0.0,5.0,1.0,31.0,1.0,1.0,52.0,0.0,13.0,6.0,9.0,1.0,0.0,2.0,6.0,0.0,14.0,23.0,1.0,0.0,3.0,0.0,2.0,0.0,13.0,17.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,11.0,43.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,0.0
879,62.0,2.0,38.0,16.0,70.0,50.0,16.0,3.0,5.0,19.0,21.0,71.0,7.0,4.0,1.0,20.0,18.0,9.0,5.0,3.0,27.0,24.0,24.0,40.0,2.0,30.0,87.0,13.0,7.0,19.0,89.0,16.0,3.0,2.0,1.0,31.0,11.0,17.0,5.0,35.0,1.0,43.0,6.0,4.0,1.0,11.0,2.0,4.0,21.0,11.0,52.0,1.0,100.0,2.0,15.0,39.0,62.0,29.0,27.0,2.0,4.0,0.0
880,3.0,2.0,0.0,32.0,12.0,0.0,6.0,0.0,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,3.0,4.0,16.0,0.0,3.0,1.0,10.0,0.0,0.0,2.0,3.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,11.0,7.0,0.0,1.0,2.0,1.0,2.0,0.0,7.0,3.0,7.0,5.0,11.0,2.0,0.0,0.0,5.0,1.0,9.0,0.0,1.0,2.0,1.0,2.0,0.0
887,76.0,129.0,108.0,9.0,10.0,30.0,63.0,3.0,20.0,13.0,20.0,145.0,10.0,11.0,32.0,22.0,43.0,26.0,136.0,210.0,6.0,26.0,51.0,93.0,3.0,6.0,7.0,33.0,3.0,7.0,156.0,6.0,2.0,77.0,4.0,14.0,78.0,19.0,76.0,17.0,6.0,115.0,16.0,75.0,131.0,76.0,2.0,5.0,81.0,52.0,26.0,173.0,103.0,227.0,7.0,5.0,173.0,73.0,89.0,6.0,6.0,4.0
