strain_id,A_noMTX_noDrug.ERV25_RBD2,A_noMTX_noDrug.SRO9_SGN1,A_noMTX_noDrug.MID2_PIN2,A_noMTX_noDrug.MID2_TPO2,A_noMTX_noDrug.PLM2_HNM1,A_noMTX_noDrug.ERV25_UIP4,A_noMTX_noDrug.ERG27_ACF2,A_noMTX_noDrug.HNM1_RBD2,A_noMTX_noDrug.HNM1_TPO1,A_noMTX_noDrug.PMC1_GTR2,A_noMTX_noDrug.HNM1_TPO4,A_noMTX_noDrug.ADE17_HYR1,A_noMTX_noDrug.DHH1_LSM3,A_noMTX_noDrug.MID2_RSN1,A_noMTX_noDrug.TPO1_TCB2,A_noMTX_noDrug.HNM1_MAM33,A_noMTX_noDrug.RET2_SNA3,A_noMTX_noDrug.MID2_MAM33,A_noMTX_noDrug.ERG11_HYR1,A_noMTX_noDrug.HUG1_ALO1,A_noMTX_noDrug.ERG11_ERG5,A_noMTX_noDrug.HUG1_ADE17,A_noMTX_noDrug.ERG11_ACF2,A_noMTX_noDrug.RET2_EMP70,A_noMTX_noDrug.ERG11_MID2,A_noMTX_noDrug.TPO1_MID2,A_noMTX_noDrug.ERG11_PIS1,A_noMTX_noDrug.FMP45_HNM1,A_noMTX_noDrug.SNA4_VAC8,A_noMTX_noDrug.ERV25_PIS1,A_noMTX_noDrug.SNA4_GTR2,A_noMTX_noDrug.ADE17_GIS2,A_noMTX_noDrug.GTR1_SLM4,A_noMTX_noDrug.noPPI_reference,A_noMTX_noDrug.MID2_TPO4,A_noMTX_noDrug.MID2_WSC2,A_noMTX_noDrug.SSH1_ERG11,A_noMTX_noDrug.SSH1_ERV25,A_noMTX_noDrug.RET2_EMP47,A_noMTX_noDrug.TPO1_TPO2,A_noMTX_noDrug.SRO9_DHH1,A_noMTX_noDrug.ERV25_ERG5,A_noMTX_noDrug.ERG11_TPO4,A_noMTX_noDrug.PMC1_CTR2,A_noMTX_noDrug.HNM1_MID2,A_noMTX_noDrug.ALO1_HYR1,A_noMTX_noDrug.ALO1_UIP4,A_noMTX_noDrug.PLM2_SNA3,A_noMTX_noDrug.FMP45_MEP1,A_noMTX_noDrug.ERG11_ORM2,A_noMTX_noDrug.ERV25_EMP47,A_noMTX_noDrug.SSH1_PIS1,A_noMTX_noDrug.ALO1_ADE17,A_noMTX_noDrug.HNM1_ERG11,A_noMTX_noDrug.ADE17_PGM2,A_noMTX_noDrug.HNM1_TPO2,A_noMTX_noDrug.ERV25_ORM2,A_noMTX_noDrug.FMP45_MID2,A_noMTX_noDrug.HUG1_PGM2,A_noMTX_noDrug.SRO9_GIS2,A_noMTX_noDrug.SSH1_ORM2,A_noMTX_noDrug.ERG11_ERV25
783,16.0,177.0,121.0,7.0,51.0,30.0,100.0,259.0,358.0,57.0,96.0,288.0,116.0,25.0,126.0,178.0,5.0,6.0,515.0,24.0,808.0,7.0,1076.0,10.0,196.0,325.0,102.0,37.0,16.0,96.0,43.0,3248.0,5.0,20.0,4.0,4.0,17.0,309.0,24.0,460.0,92.0,79.0,363.0,27.0,7.0,3.0,68.0,1.0,210.0,125.0,337.0,19.0,7.0,25.0,31.0,36.0,88.0,130.0,63.0,237.0,79.0,74.0
784,12.0,862.0,120.0,14.0,34.0,6.0,104.0,1.0,279.0,96.0,3.0,7.0,59.0,97.0,16.0,60.0,4.0,17.0,124.0,54.0,245.0,68.0,32.0,62.0,86.0,19.0,13.0,38.0,0.0,2.0,58.0,13.0,40.0,12.0,55.0,3.0,6.0,21.0,7.0,36.0,110.0,7.0,6.0,54.0,6.0,6.0,47.0,4.0,170.0,147.0,94.0,8.0,11.0,41.0,1.0,7.0,8.0,50.0,193.0,152.0,72.0,87.0
789,31.0,269.0,247.0,23.0,184.0,3.0,193.0,4.0,9.0,270.0,11.0,66.0,20.0,85.0,99.0,29.0,6.0,85.0,72.0,218.0,55.0,13.0,54.0,15.0,93.0,371.0,22.0,14.0,2.0,13.0,29.0,43.0,13.0,38.0,33.0,31.0,17.0,42.0,4.0,386.0,4.0,16.0,94.0,89.0,13.0,4.0,11.0,7.0,71.0,105.0,121.0,15.0,88.0,15.0,3.0,80.0,123.0,337.0,122.0,22.0,66.0,563.0
79,3.0,2.0,41.0,3.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,6.0,63.0,1.0,5.0,9.0,0.0,24.0,1.0,1.0,3.0,0.0,81.0,1.0,3.0,3.0,8.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,8.0,4.0,2.0,1.0,1.0,10.0,1.0,2.0,29.0,7.0,390.0,0.0,1.0,0.0,3.0,27.0,61.0,84.0,1.0,35.0,2.0
790,426.0,35.0,167.0,46.0,90.0,41.0,806.0,17.0,253.0,40.0,60.0,942.0,34.0,53.0,15.0,291.0,6.0,210.0,224.0,116.0,278.0,25.0,71.0,17.0,90.0,38.0,31.0,14.0,8.0,473.0,387.0,27.0,189.0,32.0,47.0,37.0,31.0,105.0,22.0,12.0,22.0,246.0,36.0,9.0,26.0,8.0,72.0,67.0,100.0,233.0,92.0,267.0,48.0,137.0,248.0,225.0,464.0,279.0,75.0,10.0,286.0,80.0
791,442.0,140.0,226.0,22.0,8.0,51.0,30.0,8.0,51.0,10.0,72.0,13.0,42.0,29.0,10.0,40.0,6.0,87.0,80.0,25.0,116.0,7.0,71.0,17.0,25.0,55.0,7.0,9.0,2.0,10.0,54.0,23.0,11.0,21.0,9.0,6.0,12.0,39.0,10.0,17.0,18.0,88.0,21.0,13.0,6.0,18.0,29.0,2.0,20.0,42.0,813.0,13.0,92.0,20.0,11.0,22.0,283.0,127.0,32.0,13.0,60.0,25.0
795,4205.0,5456.0,4709.0,951.0,4978.0,664.0,721.0,1022.0,1312.0,1398.0,2906.0,2489.0,639.0,1366.0,841.0,2871.0,89.0,1582.0,9127.0,589.0,12564.0,219.0,9440.0,101.0,2796.0,1157.0,2180.0,1682.0,79.0,4441.0,1840.0,5693.0,917.0,125.0,1439.0,608.0,409.0,4504.0,145.0,793.0,1353.0,6152.0,5132.0,897.0,885.0,1273.0,2774.0,7369.0,1760.0,3599.0,8303.0,2151.0,3298.0,1868.0,1024.0,3100.0,4573.0,8951.0,378.0,1388.0,4283.0,2077.0
796,526.0,476.0,584.0,77.0,200.0,821.0,1842.0,424.0,1144.0,149.0,1883.0,1129.0,261.0,178.0,96.0,2543.0,13.0,427.0,139.0,805.0,346.0,520.0,69.0,26.0,233.0,247.0,138.0,37.0,121.0,107.0,524.0,380.0,20.0,41.0,93.0,237.0,126.0,1094.0,41.0,144.0,124.0,1673.0,46.0,54.0,105.0,407.0,505.0,9.0,321.0,180.0,4966.0,331.0,203.0,301.0,1019.0,2696.0,539.0,171.0,512.0,47.0,551.0,57.0
797,6.0,92.0,65.0,13.0,24.0,69.0,90.0,5.0,6.0,20.0,7.0,10.0,39.0,4.0,47.0,40.0,3.0,153.0,32.0,9.0,50.0,2.0,17.0,4.0,14.0,38.0,5.0,15.0,1.0,18.0,37.0,6.0,9.0,29.0,9.0,11.0,14.0,7.0,4.0,80.0,70.0,43.0,12.0,10.0,2.0,18.0,43.0,216.0,42.0,182.0,394.0,5.0,35.0,26.0,6.0,18.0,11.0,12.0,7.0,82.0,13.0,3.0
798,77.0,3530.0,2883.0,653.0,2928.0,2065.0,785.0,74.0,1919.0,1582.0,950.0,43.0,4368.0,676.0,306.0,866.0,1323.0,1070.0,7754.0,2009.0,4654.0,724.0,3617.0,6478.0,1333.0,272.0,384.0,376.0,39.0,446.0,1676.0,90.0,120.0,165.0,438.0,5911.0,315.0,4040.0,12615.0,188.0,2157.0,575.0,735.0,391.0,154.0,648.0,3640.0,37.0,1365.0,1470.0,25275.0,642.0,7778.0,591.0,81.0,1973.0,563.0,2069.0,1470.0,906.0,1504.0,108.0
800,2.0,11.0,42.0,1.0,0.0,3.0,6.0,3.0,3.0,9.0,4.0,5.0,10.0,5.0,2.0,4.0,2.0,7.0,11.0,2.0,21.0,4.0,4.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,23.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,5.0,7.0,6.0,0.0,2.0,2.0,0.0,3.0,7.0,30.0,14.0,4.0,1.0,3.0,6.0,8.0,18.0,8.0,9.0,9.0,1.0
801,7.0,35.0,75.0,2.0,7.0,3.0,5.0,9.0,2.0,7.0,5.0,5.0,20.0,8.0,6.0,5.0,2.0,12.0,9.0,7.0,29.0,3.0,2.0,3.0,11.0,7.0,7.0,1.0,2.0,1.0,72.0,3.0,3.0,1.0,6.0,13.0,2.0,1.0,6.0,4.0,3.0,14.0,3.0,5.0,2.0,1.0,3.0,29.0,21.0,0.0,39.0,5.0,3.0,2.0,3.0,1.0,12.0,7.0,8.0,6.0,11.0,2.0
803,6.0,22.0,228.0,6.0,5.0,3.0,29.0,5.0,3.0,107.0,4.0,2.0,20.0,32.0,33.0,2.0,1.0,20.0,96.0,39.0,116.0,25.0,11.0,4.0,52.0,20.0,10.0,4.0,1.0,5.0,168.0,9.0,8.0,29.0,28.0,7.0,3.0,121.0,11.0,29.0,48.0,5.0,114.0,77.0,7.0,3.0,43.0,3.0,73.0,313.0,412.0,6.0,10.0,19.0,4.0,6.0,16.0,20.0,122.0,217.0,27.0,7.0
804,11.0,241.0,77.0,13.0,70.0,14.0,47.0,132.0,9.0,89.0,10.0,626.0,243.0,19.0,4.0,102.0,2.0,13.0,229.0,76.0,160.0,5.0,652.0,5.0,59.0,7.0,34.0,13.0,2.0,38.0,78.0,12.0,5.0,5.0,6.0,5.0,3.0,74.0,5.0,1.0,54.0,27.0,229.0,23.0,5.0,2.0,70.0,5.0,252.0,122.0,552.0,625.0,7.0,13.0,27.0,211.0,24.0,25.0,51.0,155.0,150.0,133.0
805,9.0,375.0,194.0,20.0,36.0,13.0,11.0,9.0,7.0,95.0,35.0,5.0,370.0,32.0,106.0,146.0,3.0,57.0,14.0,44.0,181.0,10.0,25.0,8.0,31.0,155.0,14.0,27.0,0.0,3.0,22.0,0.0,9.0,11.0,37.0,10.0,1.0,116.0,6.0,216.0,131.0,14.0,191.0,38.0,9.0,1.0,58.0,339.0,95.0,74.0,118.0,417.0,44.0,14.0,2.0,63.0,88.0,277.0,36.0,9.0,215.0,5.0
807,2376.0,92.0,22.0,4.0,10.0,45.0,40.0,3.0,74.0,41.0,22.0,14.0,45.0,3.0,1.0,12.0,5.0,15.0,19.0,8.0,44.0,13.0,10.0,6.0,19.0,1.0,7.0,7.0,4.0,48.0,289.0,7.0,6.0,22.0,0.0,3.0,7.0,6.0,3.0,19.0,1.0,122.0,9.0,23.0,1.0,13.0,30.0,8.0,7.0,21.0,340.0,4.0,83.0,9.0,4.0,6.0,146.0,179.0,20.0,32.0,61.0,20.0
808,8.0,200.0,127.0,31.0,153.0,10.0,75.0,9.0,10.0,43.0,17.0,13.0,21.0,45.0,6.0,204.0,8.0,62.0,25.0,62.0,244.0,6.0,36.0,12.0,53.0,15.0,23.0,36.0,1.0,7.0,52.0,10.0,41.0,13.0,44.0,9.0,5.0,37.0,25.0,4.0,35.0,57.0,80.0,37.0,11.0,3.0,34.0,2.0,37.0,204.0,191.0,14.0,6.0,27.0,12.0,118.0,90.0,328.0,145.0,47.0,85.0,48.0
809,6.0,743.0,248.0,38.0,284.0,62.0,463.0,4.0,388.0,73.0,123.0,711.0,133.0,59.0,140.0,237.0,517.0,104.0,502.0,197.0,365.0,81.0,436.0,1238.0,211.0,83.0,98.0,38.0,295.0,99.0,314.0,36.0,17.0,21.0,67.0,104.0,76.0,399.0,2564.0,166.0,165.0,160.0,676.0,50.0,27.0,23.0,162.0,19.0,432.0,166.0,1324.0,611.0,164.0,63.0,13.0,312.0,124.0,435.0,155.0,255.0,836.0,80.0
81,1023.0,13.0,124.0,17.0,233.0,5.0,3.0,1.0,158.0,12.0,13.0,3.0,167.0,100.0,16.0,52.0,0.0,55.0,4.0,91.0,60.0,43.0,1.0,4.0,86.0,54.0,3.0,6.0,0.0,8.0,133.0,7.0,10.0,11.0,34.0,133.0,0.0,146.0,4.0,30.0,3.0,95.0,54.0,18.0,4.0,4.0,29.0,2.0,483.0,20.0,11.0,5.0,10.0,21.0,5.0,722.0,6.0,258.0,145.0,3.0,362.0,17.0
811,14.0,65.0,63.0,7.0,35.0,14.0,231.0,112.0,128.0,26.0,198.0,30.0,33.0,4.0,10.0,257.0,13.0,15.0,103.0,5.0,196.0,8.0,25.0,35.0,30.0,16.0,13.0,9.0,4.0,24.0,162.0,53.0,23.0,21.0,4.0,9.0,19.0,23.0,97.0,9.0,6.0,57.0,23.0,18.0,5.0,9.0,19.0,5.0,25.0,28.0,158.0,846.0,22.0,12.0,44.0,828.0,50.0,46.0,17.0,12.0,46.0,23.0
812,8.0,128.0,76.0,3.0,19.0,30.0,10.0,9.0,3.0,38.0,9.0,10.0,271.0,6.0,7.0,14.0,5.0,2.0,34.0,87.0,56.0,22.0,95.0,0.0,6.0,4.0,13.0,13.0,2.0,4.0,78.0,4.0,3.0,21.0,12.0,1.0,1.0,24.0,3.0,5.0,13.0,7.0,9.0,16.0,4.0,6.0,51.0,3.0,19.0,15.0,381.0,6.0,4.0,9.0,4.0,4.0,62.0,162.0,29.0,3.0,16.0,17.0
813,55.0,924.0,245.0,53.0,517.0,38.0,251.0,28.0,40.0,218.0,117.0,29.0,462.0,49.0,140.0,368.0,12.0,18.0,208.0,87.0,564.0,26.0,214.0,25.0,65.0,68.0,95.0,66.0,118.0,32.0,371.0,19.0,15.0,14.0,37.0,16.0,64.0,79.0,23.0,190.0,152.0,182.0,448.0,46.0,26.0,19.0,270.0,7.0,88.0,515.0,659.0,30.0,362.0,97.0,27.0,136.0,308.0,459.0,72.0,207.0,366.0,198.0
819,84.0,505.0,1652.0,459.0,28.0,221.0,342.0,84.0,420.0,2987.0,354.0,6384.0,2281.0,553.0,1226.0,168.0,24.0,489.0,59.0,502.0,1109.0,171.0,448.0,43.0,316.0,1295.0,95.0,81.0,26.0,509.0,416.0,97.0,587.0,47.0,586.0,465.0,37.0,606.0,47.0,1968.0,205.0,1097.0,226.0,2327.0,63.0,146.0,777.0,485.0,423.0,208.0,1997.0,426.0,1253.0,91.0,51.0,190.0,302.0,1440.0,364.0,455.0,636.0,137.0
821,14.0,146.0,369.0,50.0,57.0,21.0,40.0,9.0,55.0,199.0,6.0,9.0,1057.0,96.0,60.0,15.0,10.0,92.0,152.0,198.0,69.0,55.0,57.0,8.0,27.0,153.0,43.0,21.0,2.0,53.0,267.0,32.0,11.0,14.0,57.0,9.0,6.0,200.0,18.0,110.0,5.0,122.0,111.0,84.0,17.0,2.0,11.0,2.0,71.0,33.0,191.0,34.0,101.0,32.0,2.0,79.0,17.0,69.0,163.0,73.0,39.0,44.0
823,37.0,111.0,309.0,63.0,198.0,156.0,190.0,11.0,23.0,169.0,20.0,18.0,1483.0,49.0,14.0,74.0,9.0,71.0,227.0,87.0,496.0,38.0,135.0,23.0,67.0,24.0,25.0,25.0,9.0,18.0,198.0,42.0,17.0,21.0,128.0,14.0,18.0,52.0,11.0,18.0,22.0,199.0,45.0,97.0,10.0,72.0,396.0,5.0,54.0,57.0,2853.0,226.0,165.0,54.0,16.0,156.0,72.0,603.0,115.0,35.0,67.0,61.0
830,24.0,180.0,45.0,3.0,140.0,3.0,5.0,0.0,6.0,2.0,2.0,3.0,67.0,2.0,7.0,3.0,1.0,7.0,20.0,0.0,26.0,3.0,2.0,9.0,4.0,6.0,1.0,3.0,3.0,4.0,201.0,4.0,7.0,10.0,10.0,1.0,1.0,12.0,0.0,11.0,5.0,3.0,14.0,2.0,0.0,0.0,18.0,7.0,7.0,17.0,49.0,6.0,1.0,3.0,2.0,3.0,19.0,18.0,13.0,2.0,8.0,1.0
833,76.0,304.0,175.0,10.0,11.0,9.0,120.0,4.0,15.0,28.0,21.0,14.0,805.0,21.0,51.0,18.0,4.0,43.0,133.0,81.0,230.0,47.0,46.0,14.0,67.0,167.0,13.0,7.0,9.0,15.0,148.0,12.0,12.0,16.0,14.0,5.0,10.0,26.0,13.0,83.0,28.0,96.0,167.0,41.0,3.0,8.0,29.0,5.0,84.0,141.0,222.0,81.0,17.0,5.0,12.0,11.0,54.0,126.0,123.0,42.0,742.0,27.0
835,13.0,139.0,41.0,4.0,25.0,6.0,53.0,13.0,322.0,5.0,194.0,65.0,312.0,6.0,4.0,84.0,0.0,6.0,26.0,21.0,28.0,12.0,12.0,5.0,21.0,2.0,7.0,4.0,11.0,19.0,94.0,82.0,7.0,3.0,7.0,2.0,0.0,106.0,1.0,4.0,11.0,23.0,27.0,8.0,2.0,5.0,9.0,124.0,27.0,56.0,349.0,68.0,5.0,7.0,112.0,288.0,24.0,40.0,42.0,7.0,191.0,20.0
837,1315.0,855.0,456.0,97.0,517.0,69.0,608.0,7.0,11.0,88.0,288.0,12.0,295.0,87.0,161.0,85.0,13.0,201.0,2009.0,391.0,460.0,114.0,239.0,25.0,310.0,114.0,117.0,85.0,9.0,17.0,548.0,11.0,36.0,37.0,51.0,45.0,31.0,176.0,23.0,140.0,97.0,124.0,458.0,58.0,33.0,75.0,73.0,1879.0,298.0,484.0,320.0,518.0,31.0,78.0,11.0,33.0,626.0,972.0,187.0,136.0,433.0,287.0
838,20119.0,22970.0,19373.0,2378.0,21358.0,2043.0,21837.0,1156.0,3391.0,6094.0,7365.0,2479.0,16230.0,4745.0,2601.0,9871.0,287.0,4641.0,23420.0,5014.0,31673.0,812.0,21859.0,399.0,9331.0,4352.0,2731.0,2666.0,1005.0,7948.0,8291.0,1133.0,2020.0,463.0,4341.0,3952.0,978.0,11598.0,415.0,7621.0,3341.0,37597.0,23771.0,4438.0,1071.0,1213.0,5322.0,1717.0,7940.0,19015.0,7864.0,7062.0,5677.0,2294.0,3609.0,16754.0,14358.0,25459.0,4386.0,8571.0,12371.0,13065.0
839,10.0,488.0,78.0,12.0,55.0,132.0,23.0,13.0,16.0,48.0,12.0,8.0,56.0,27.0,38.0,11.0,6.0,33.0,308.0,51.0,96.0,9.0,377.0,8.0,68.0,71.0,22.0,11.0,4.0,17.0,90.0,5.0,19.0,15.0,8.0,9.0,12.0,13.0,14.0,64.0,77.0,367.0,20.0,61.0,5.0,15.0,203.0,5.0,232.0,284.0,1018.0,12.0,148.0,3.0,6.0,137.0,43.0,151.0,129.0,167.0,37.0,195.0
841,76.0,392.0,171.0,17.0,18.0,53.0,5.0,3.0,155.0,16.0,7.0,9.0,106.0,25.0,9.0,29.0,1.0,56.0,42.0,1.0,118.0,2.0,22.0,0.0,49.0,6.0,32.0,19.0,2.0,5.0,164.0,434.0,4.0,0.0,33.0,57.0,16.0,47.0,0.0,17.0,109.0,55.0,20.0,14.0,4.0,2.0,199.0,302.0,47.0,166.0,236.0,61.0,217.0,7.0,7.0,10.0,105.0,76.0,3.0,52.0,15.0,51.0
842,30.0,393.0,393.0,55.0,139.0,74.0,426.0,15.0,25.0,146.0,54.0,20.0,412.0,87.0,285.0,51.0,11.0,119.0,673.0,405.0,433.0,86.0,416.0,16.0,100.0,230.0,74.0,128.0,9.0,274.0,430.0,10.0,15.0,35.0,66.0,59.0,52.0,449.0,15.0,424.0,70.0,38.0,287.0,71.0,31.0,26.0,330.0,3.0,247.0,338.0,1049.0,237.0,277.0,54.0,17.0,52.0,557.0,350.0,243.0,159.0,567.0,307.0
843,858.0,14922.0,3281.0,589.0,425.0,1365.0,51.0,646.0,147.0,403.0,172.0,71.0,4455.0,437.0,445.0,243.0,33.0,1489.0,4279.0,1361.0,1909.0,480.0,771.0,64.0,1079.0,977.0,727.0,156.0,41.0,655.0,1545.0,69.0,91.0,142.0,429.0,5398.0,183.0,636.0,55.0,449.0,3912.0,1411.0,1195.0,212.0,118.0,439.0,3912.0,801.0,1572.0,4784.0,7880.0,2839.0,4044.0,437.0,145.0,692.0,3462.0,2568.0,1393.0,1295.0,1091.0,1975.0
848,5.0,393.0,77.0,4.0,33.0,12.0,14.0,5.0,3.0,7.0,3.0,3.0,28.0,10.0,22.0,7.0,2.0,7.0,81.0,3.0,126.0,0.0,210.0,5.0,42.0,8.0,8.0,23.0,2.0,3.0,119.0,3.0,3.0,7.0,11.0,4.0,1.0,1.0,0.0,28.0,19.0,6.0,217.0,2.0,3.0,1.0,10.0,111.0,77.0,8.0,24.0,8.0,3.0,2.0,2.0,1.0,17.0,16.0,3.0,38.0,6.0,21.0
850,59.0,926.0,598.0,163.0,1050.0,178.0,822.0,277.0,1504.0,169.0,2039.0,301.0,1475.0,130.0,294.0,2590.0,24.0,250.0,1483.0,59.0,3106.0,53.0,1582.0,18.0,550.0,359.0,348.0,94.0,248.0,619.0,694.0,183.0,46.0,50.0,120.0,16.0,158.0,794.0,26.0,460.0,148.0,3304.0,1669.0,121.0,89.0,154.0,230.0,1826.0,344.0,561.0,416.0,795.0,85.0,218.0,339.0,2105.0,327.0,320.0,89.0,261.0,699.0,666.0
853,25.0,1717.0,882.0,108.0,634.0,164.0,1211.0,27.0,22.0,326.0,165.0,119.0,141.0,96.0,110.0,167.0,26.0,442.0,1643.0,906.0,833.0,156.0,1684.0,41.0,343.0,156.0,253.0,155.0,262.0,23.0,1719.0,82.0,42.0,197.0,52.0,411.0,110.0,836.0,15.0,243.0,313.0,323.0,453.0,120.0,22.0,375.0,607.0,14.0,1595.0,143.0,64.0,59.0,244.0,123.0,416.0,506.0,56.0,1370.0,1582.0,348.0,1507.0,1685.0
854,6.0,177.0,261.0,52.0,30.0,3.0,13.0,5.0,158.0,133.0,11.0,37.0,135.0,130.0,5.0,64.0,0.0,51.0,48.0,65.0,50.0,27.0,36.0,4.0,15.0,25.0,11.0,14.0,5.0,4.0,311.0,43.0,14.0,3.0,108.0,131.0,4.0,16.0,1.0,47.0,14.0,105.0,52.0,221.0,6.0,0.0,64.0,0.0,238.0,43.0,71.0,6.0,5.0,6.0,13.0,5.0,11.0,92.0,106.0,30.0,5.0,4.0
857,36469.0,16362.0,3970.0,435.0,2922.0,3727.0,2897.0,111.0,6832.0,2039.0,2576.0,235.0,7766.0,875.0,2766.0,526.0,77.0,1130.0,2809.0,276.0,5497.0,162.0,3078.0,188.0,3710.0,5395.0,726.0,634.0,75.0,1254.0,2822.0,277.0,271.0,467.0,783.0,133.0,513.0,2199.0,157.0,6741.0,4263.0,8032.0,272.0,1985.0,376.0,882.0,7229.0,17353.0,5994.0,11260.0,37865.0,4384.0,3980.0,996.0,99.0,1592.0,4299.0,7294.0,1329.0,2914.0,8517.0,903.0
859,6.0,131.0,86.0,11.0,142.0,10.0,274.0,7.0,14.0,50.0,13.0,81.0,25.0,38.0,43.0,12.0,7.0,16.0,42.0,110.0,127.0,15.0,322.0,14.0,121.0,71.0,21.0,10.0,28.0,6.0,207.0,11.0,11.0,18.0,9.0,36.0,36.0,160.0,6.0,89.0,25.0,122.0,155.0,14.0,5.0,10.0,53.0,47.0,74.0,38.0,334.0,136.0,52.0,13.0,5.0,9.0,36.0,100.0,88.0,114.0,166.0,314.0
860,113.0,524.0,377.0,64.0,130.0,103.0,399.0,15.0,33.0,157.0,87.0,26.0,264.0,59.0,33.0,105.0,13.0,71.0,209.0,121.0,470.0,53.0,187.0,40.0,38.0,40.0,49.0,42.0,12.0,61.0,229.0,12.0,34.0,37.0,45.0,32.0,26.0,128.0,56.0,56.0,70.0,163.0,45.0,54.0,20.0,16.0,86.0,43.0,34.0,102.0,558.0,89.0,65.0,51.0,20.0,56.0,223.0,308.0,112.0,49.0,199.0,64.0
862,15.0,329.0,286.0,10.0,40.0,18.0,48.0,20.0,19.0,40.0,19.0,10.0,143.0,14.0,29.0,35.0,19.0,32.0,180.0,21.0,395.0,17.0,103.0,44.0,16.0,45.0,27.0,19.0,11.0,23.0,205.0,20.0,44.0,15.0,11.0,21.0,8.0,17.0,31.0,21.0,15.0,56.0,41.0,30.0,12.0,23.0,31.0,17.0,27.0,63.0,125.0,36.0,28.0,14.0,16.0,34.0,96.0,378.0,26.0,23.0,74.0,38.0
868,2.0,265.0,170.0,13.0,60.0,1.0,3.0,3.0,6.0,37.0,27.0,4.0,12.0,44.0,11.0,7.0,0.0,113.0,28.0,191.0,24.0,15.0,24.0,5.0,69.0,13.0,6.0,24.0,1.0,2.0,100.0,18.0,3.0,8.0,5.0,4.0,3.0,30.0,0.0,40.0,7.0,45.0,17.0,21.0,3.0,0.0,47.0,170.0,350.0,81.0,46.0,11.0,3.0,8.0,51.0,1.0,5.0,116.0,106.0,21.0,57.0,9.0
869,6.0,226.0,104.0,6.0,25.0,105.0,25.0,5.0,6.0,9.0,9.0,7.0,81.0,10.0,1.0,57.0,1.0,13.0,186.0,6.0,173.0,3.0,77.0,2.0,28.0,8.0,14.0,6.0,3.0,9.0,44.0,4.0,14.0,15.0,11.0,6.0,9.0,56.0,2.0,2.0,76.0,61.0,146.0,3.0,1.0,47.0,105.0,2.0,66.0,346.0,632.0,2.0,91.0,20.0,334.0,38.0,313.0,236.0,28.0,55.0,38.0,322.0
87,4.0,20.0,9.0,3.0,8.0,12.0,11.0,4.0,23.0,8.0,8.0,9.0,19.0,13.0,170.0,28.0,5.0,0.0,103.0,1.0,208.0,1.0,0.0,28.0,656.0,434.0,8.0,1275.0,1.0,13.0,7.0,89.0,7.0,90.0,0.0,1.0,4.0,66.0,8.0,678.0,1.0,6.0,15.0,4.0,3.0,13.0,1156.0,5.0,28.0,955.0,22.0,3.0,4.0,29.0,3.0,16.0,14.0,9.0,32.0,1.0,726.0,3625.0
870,3.0,3.0,136.0,5.0,0.0,0.0,4.0,2.0,3.0,4.0,1.0,0.0,2.0,20.0,68.0,1.0,0.0,29.0,16.0,16.0,4.0,4.0,2.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,5.0,20.0,1.0,0.0,41.0,1.0,72.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,1.0,24.0,10.0,7.0,1.0,1.0,7.0,1.0,0.0,4.0,1.0,8.0,0.0,171.0,0.0
871,3.0,24.0,11.0,3.0,44.0,1.0,68.0,1.0,4.0,7.0,49.0,2.0,32.0,5.0,1.0,2.0,1.0,2.0,2.0,30.0,8.0,10.0,12.0,0.0,0.0,10.0,1.0,4.0,2.0,0.0,81.0,6.0,4.0,9.0,10.0,0.0,1.0,6.0,0.0,18.0,7.0,3.0,20.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0,20.0,6.0,4.0,2.0,4.0,2.0,14.0,23.0,34.0,1.0,125.0,1.0
879,1.0,109.0,176.0,15.0,60.0,5.0,6.0,2.0,2.0,32.0,3.0,4.0,207.0,31.0,71.0,8.0,1.0,25.0,10.0,44.0,33.0,9.0,3.0,7.0,29.0,77.0,22.0,11.0,0.0,1.0,27.0,2.0,2.0,7.0,21.0,9.0,9.0,8.0,64.0,81.0,33.0,0.0,91.0,22.0,1.0,8.0,69.0,0.0,18.0,339.0,10.0,81.0,71.0,5.0,3.0,3.0,10.0,18.0,31.0,3.0,29.0,87.0
880,5.0,3.0,6.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,9.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,29.0,5.0,3.0,11.0,0.0,1.0,15.0,13.0,1.0,0.0,2.0,4.0
