strain_id,A_MTX_noDrug.FMP45_HNM1,A_MTX_noDrug.HNM1_ERG11,A_MTX_noDrug.ERV25_EMP47,A_MTX_noDrug.HNM1_RBD2,A_MTX_noDrug.ERG11_TPO4,A_MTX_noDrug.ERG27_ACF2,A_MTX_noDrug.ERV25_RBD2,A_MTX_noDrug.ADE17_GIS2,A_MTX_noDrug.ERV25_ERG5,A_MTX_noDrug.MID2_TPO4,A_MTX_noDrug.ERG11_PIS1,A_MTX_noDrug.ERG11_ACF2,A_MTX_noDrug.ERG11_ORM2,A_MTX_noDrug.ERV25_UIP4,A_MTX_noDrug.MID2_RSN1,A_MTX_noDrug.RET2_EMP70,A_MTX_noDrug.FMP45_MID2,A_MTX_noDrug.ALO1_ADE17,A_MTX_noDrug.HNM1_MAM33,A_MTX_noDrug.SNA4_VAC8,A_MTX_noDrug.SRO9_DHH1,A_MTX_noDrug.MID2_PIN2,A_MTX_noDrug.HNM1_TPO4,A_MTX_noDrug.HNM1_TPO1,A_MTX_noDrug.ALO1_HYR1,A_MTX_noDrug.FMP45_MEP1,A_MTX_noDrug.SRO9_GIS2,A_MTX_noDrug.HUG1_ADE17,A_MTX_noDrug.GTR1_SLM4,A_MTX_noDrug.SSH1_ORM2,A_MTX_noDrug.HNM1_TPO2,A_MTX_noDrug.noPPI_reference,A_MTX_noDrug.RET2_EMP47,A_MTX_noDrug.SSH1_ERG11,A_MTX_noDrug.HUG1_PGM2,A_MTX_noDrug.MID2_WSC2,A_MTX_noDrug.ERG11_MID2,A_MTX_noDrug.MID2_TPO2,A_MTX_noDrug.ERG11_HYR1,A_MTX_noDrug.HNM1_MID2,A_MTX_noDrug.ERG11_ERG5,A_MTX_noDrug.HUG1_ALO1,A_MTX_noDrug.PMC1_GTR2,A_MTX_noDrug.PMC1_CTR2,A_MTX_noDrug.ERV25_PIS1,A_MTX_noDrug.SSH1_PIS1,A_MTX_noDrug.MID2_MAM33,A_MTX_noDrug.RET2_SNA3,A_MTX_noDrug.PLM2_HNM1,A_MTX_noDrug.ADE17_PGM2,A_MTX_noDrug.SSH1_ERV25,A_MTX_noDrug.SRO9_SGN1,A_MTX_noDrug.PLM2_SNA3,A_MTX_noDrug.ERG11_ERV25,A_MTX_noDrug.DHH1_LSM3,A_MTX_noDrug.TPO1_TPO2,A_MTX_noDrug.ALO1_UIP4,A_MTX_noDrug.SNA4_GTR2,A_MTX_noDrug.ERV25_ORM2,A_MTX_noDrug.TPO1_TCB2,A_MTX_noDrug.ADE17_HYR1,A_MTX_noDrug.TPO1_MID2
843,2.0,27.0,12.0,3.0,21.0,15.0,1.0,31.0,11.0,5.0,18.0,10.0,18.0,6.0,3.0,5.0,6.0,27.0,6.0,114.0,1.0,76.0,2.0,1.0,19.0,7.0,7.0,7.0,11.0,6.0,11.0,2.0,5.0,38.0,4.0,11.0,100.0,0.0,54.0,12.0,43.0,2.0,4.0,6.0,18.0,8.0,10.0,1.0,3.0,34.0,10.0,121.0,10.0,87.0,12.0,2.0,4.0,37.0,31.0,12.0,8.0,2.0
848,6.0,14.0,3.0,0.0,286.0,1.0,0.0,1.0,1.0,1.0,89.0,2.0,1.0,4.0,0.0,2.0,1.0,2.0,3.0,9.0,2.0,47.0,0.0,3.0,3.0,2.0,1.0,7.0,3.0,0.0,8.0,2.0,0.0,1.0,5.0,4.0,229.0,1.0,7.0,9.0,137.0,0.0,3.0,2.0,2.0,2.0,5.0,0.0,3.0,2.0,1.0,156.0,8.0,182.0,42.0,14.0,1.0,2.0,6.0,0.0,1.0,8.0
850,15.0,12.0,4776.0,4.0,33.0,3.0,4.0,8.0,7.0,0.0,9.0,2.0,43.0,3.0,3.0,2.0,11.0,29.0,10.0,10.0,1.0,22.0,16.0,6.0,11.0,9.0,2.0,17.0,30.0,3.0,17.0,1.0,2.0,12.0,12.0,11.0,108.0,2.0,90.0,3.0,329.0,8.0,10.0,4.0,7.0,1.0,16.0,1.0,10.0,9.0,10.0,46.0,28.0,529.0,33.0,1.0,20.0,28.0,27.0,1.0,3.0,1.0
853,778.0,412.0,58.0,17.0,709.0,246.0,22.0,120.0,542.0,28.0,1326.0,40.0,120.0,65.0,26.0,37.0,1887.0,36.0,319.0,12069.0,29.0,423.0,214.0,44.0,181.0,745.0,109.0,114.0,214.0,198.0,158.0,494.0,26.0,2008.0,1839.0,2875.0,5966.0,8.0,988.0,368.0,766.0,1177.0,171.0,269.0,53.0,30.0,262.0,14.0,310.0,220.0,1622.0,1298.0,65.0,2063.0,172.0,101.0,231.0,1318.0,76.0,29.0,60.0,200.0
857,3.0,0.0,5.0,1.0,7.0,5.0,2.0,4.0,13.0,0.0,113.0,0.0,2.0,4.0,0.0,5.0,6.0,3.0,2.0,8.0,1.0,5.0,2.0,3.0,2.0,6.0,4.0,2.0,2.0,5.0,11.0,2.0,4.0,1.0,6.0,0.0,89.0,0.0,115.0,7.0,46.0,0.0,4.0,5.0,7.0,3.0,8.0,4.0,2.0,5.0,4.0,17.0,2.0,9.0,17.0,3.0,6.0,12.0,107.0,2.0,8.0,2.0
859,25.0,76.0,373.0,13.0,503.0,274.0,13.0,33.0,834.0,11.0,401.0,44.0,489.0,312.0,12.0,60.0,72.0,36.0,17.0,3058.0,35.0,114.0,13.0,15.0,56.0,71.0,20.0,62.0,35.0,88.0,18.0,490.0,13.0,157.0,838.0,574.0,761.0,8.0,20.0,68.0,76.0,283.0,102.0,194.0,20.0,29.0,186.0,20.0,108.0,58.0,33.0,261.0,83.0,620.0,63.0,48.0,100.0,160.0,118.0,56.0,20.0,10.0
860,38.0,75.0,51.0,48.0,87.0,267.0,21.0,61.0,62.0,15.0,33.0,24.0,56.0,21.0,18.0,155.0,81.0,103.0,49.0,27.0,34.0,327.0,37.0,39.0,65.0,32.0,49.0,47.0,69.0,25.0,74.0,31.0,104.0,68.0,33.0,69.0,326.0,39.0,106.0,40.0,73.0,31.0,46.0,48.0,47.0,98.0,77.0,49.0,58.0,55.0,24.0,60.0,96.0,76.0,59.0,51.0,40.0,55.0,75.0,228.0,32.0,138.0
862,49.0,115.0,91.0,49.0,126.0,480.0,10.0,105.0,112.0,63.0,77.0,57.0,50.0,54.0,27.0,56.0,76.0,105.0,40.0,123.0,73.0,993.0,9.0,9.0,98.0,33.0,133.0,84.0,138.0,31.0,78.0,8.0,121.0,145.0,24.0,209.0,1065.0,13.0,119.0,115.0,99.0,32.0,51.0,89.0,75.0,112.0,65.0,58.0,14.0,70.0,98.0,142.0,87.0,61.0,177.0,18.0,28.0,110.0,147.0,190.0,11.0,49.0
868,26.0,40.0,6.0,1.0,19.0,1.0,9.0,2.0,89.0,2.0,35.0,2.0,9.0,0.0,1.0,0.0,10.0,9.0,1.0,8.0,0.0,7.0,16.0,3.0,8.0,0.0,3.0,5.0,7.0,3.0,3.0,4.0,3.0,50.0,41.0,7.0,295.0,2.0,3.0,56.0,50.0,20.0,3.0,6.0,6.0,5.0,3.0,0.0,9.0,10.0,43.0,181.0,24.0,3.0,8.0,9.0,4.0,7.0,6.0,2.0,3.0,47.0
869,50.0,39.0,1883.0,5.0,358.0,4.0,4.0,9.0,134.0,4.0,189.0,26.0,457.0,1522.0,1.0,1.0,774.0,10.0,24.0,10.0,6.0,69.0,12.0,7.0,583.0,11.0,1.0,4.0,32.0,81.0,252.0,345.0,1.0,403.0,175.0,3.0,101.0,0.0,152.0,45.0,36.0,39.0,9.0,3.0,16.0,2.0,10.0,9.0,17.0,294.0,227.0,52.0,94.0,261.0,186.0,5.0,192.0,93.0,449.0,11.0,6.0,5.0
87,11.0,6.0,7.0,3.0,8.0,2.0,1.0,5.0,1.0,8.0,4.0,5.0,7.0,15.0,12.0,6.0,4.0,10.0,7.0,3.0,3.0,24.0,4.0,5.0,12.0,9.0,6.0,6.0,12.0,8.0,9.0,0.0,2.0,4.0,11.0,28.0,17.0,5.0,8.0,9.0,12.0,4.0,2.0,4.0,19.0,1.0,3.0,2.0,2.0,5.0,14.0,19.0,8.0,1503.0,3.0,1.0,10.0,2.0,3.0,1.0,3.0,1.0
880,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0
882,1.0,3.0,2.0,0.0,4.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,6.0,9.0,1.0,0.0,7.0,1.0,1.0,1.0,21.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,5.0,0.0
888,91.0,79.0,14.0,2.0,52.0,34.0,3.0,1.0,138.0,2.0,151.0,26.0,207.0,697.0,5.0,12.0,636.0,4.0,20.0,15.0,1.0,172.0,2.0,7.0,81.0,75.0,1.0,4.0,33.0,28.0,30.0,6.0,2.0,104.0,342.0,3.0,453.0,1.0,167.0,100.0,80.0,120.0,13.0,9.0,4.0,7.0,4.0,5.0,4.0,0.0,216.0,416.0,6.0,446.0,149.0,47.0,53.0,55.0,245.0,5.0,2.0,303.0
89,202.0,473.0,5385.0,204.0,273.0,605.0,76.0,27.0,260.0,202.0,344.0,213.0,233.0,786.0,175.0,85.0,284.0,23863.0,284.0,37.0,219.0,15260.0,96.0,523.0,3849.0,359.0,384.0,168.0,10230.0,2217.0,571.0,346.0,22.0,2262.0,6524.0,52488.0,1041.0,186.0,209.0,278.0,89.0,561.0,2016.0,2005.0,510.0,238.0,6978.0,20.0,252.0,393.0,1825.0,2532.0,644.0,343.0,292.0,1028.0,914.0,335.0,595.0,450.0,27.0,50.0
892,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,191.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91,155.0,106.0,42.0,4.0,195.0,1524.0,8.0,14.0,53.0,4.0,224.0,95.0,70.0,1008.0,4.0,12.0,559.0,19.0,528.0,266.0,8.0,309.0,38.0,1234.0,463.0,13.0,8.0,20.0,3832.0,194.0,382.0,6.0,18.0,516.0,16.0,17.0,315.0,7.0,409.0,58.0,235.0,18.0,112.0,116.0,21.0,18.0,72.0,19.0,26.0,18.0,895.0,69.0,41.0,27.0,1488.0,149.0,103.0,252.0,313.0,35.0,10.0,97.0
911,128.0,161.0,466.0,6.0,392.0,81.0,8.0,6.0,215.0,3.0,332.0,104.0,138.0,93.0,3.0,5.0,356.0,12416.0,166.0,6.0,3.0,274.0,46.0,12.0,530.0,266.0,0.0,8.0,51.0,4.0,136.0,19.0,6.0,104.0,12.0,20.0,283.0,0.0,101.0,235.0,769.0,5.0,109.0,52.0,77.0,13.0,225.0,6.0,113.0,122.0,115.0,452.0,9671.0,571.0,216.0,222.0,339.0,160.0,329.0,299.0,5.0,430.0
916,82.0,87.0,212.0,2.0,1225.0,132.0,8.0,21.0,596.0,0.0,114.0,6.0,152.0,302.0,3.0,7.0,32.0,10.0,29.0,2023.0,11.0,82.0,19.0,464.0,79.0,28.0,5.0,38.0,6643.0,266.0,137.0,67.0,3.0,94.0,640.0,1.0,424.0,2.0,126.0,76.0,9.0,105.0,14.0,22.0,7.0,13.0,24.0,7.0,50.0,44.0,363.0,50.0,438.0,111.0,872.0,390.0,451.0,115.0,329.0,20.0,13.0,267.0
917,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
923,1.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,5.0,5.0,1.0,672.0,0.0
924,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,12.0,5.0,9.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0
930,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,11.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,9.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,4.0,1.0,7.0,1.0,0.0,0.0,1.0,3.0,16.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0
931,14.0,73.0,64.0,2.0,28.0,46.0,75187.0,17.0,1298.0,4.0,115.0,16.0,107.0,1813.0,1.0,3.0,37.0,11.0,36.0,10.0,6.0,85.0,236.0,271.0,121.0,14.0,3.0,277.0,25.0,67.0,30.0,198.0,8.0,64.0,355.0,18.0,360.0,171.0,347.0,109.0,111.0,279.0,379.0,563.0,18.0,35.0,347.0,19.0,271.0,7.0,146.0,280.0,11.0,25.0,699.0,195.0,64.0,31.0,157.0,19.0,904.0,60.0
932,2.0,0.0,4.0,3.0,3.0,4.0,6.0,2.0,5.0,3.0,1.0,5.0,2.0,6.0,1.0,7.0,7.0,11.0,6.0,2.0,1.0,9.0,3.0,3.0,2.0,4.0,1.0,11.0,4.0,5.0,12.0,1.0,3.0,2.0,13.0,4.0,11.0,1.0,8.0,3.0,2.0,4.0,5.0,10.0,6.0,3.0,12.0,2.0,3.0,3.0,2.0,12.0,7.0,10.0,17.0,1.0,2.0,4.0,6.0,10.0,1.0,2.0
933,7.0,6.0,7.0,4.0,108.0,7.0,18.0,6.0,2.0,0.0,18.0,9.0,21.0,52.0,1.0,2.0,14.0,11.0,10.0,2.0,0.0,25.0,1.0,8.0,10.0,7.0,8.0,6.0,7.0,9.0,35.0,26.0,3.0,6.0,9.0,4.0,20.0,2.0,9.0,9.0,8.0,13.0,15.0,14.0,7.0,5.0,31.0,4.0,1.0,7.0,9.0,58.0,10.0,156.0,15.0,15.0,2.0,4.0,8.0,32.0,4.0,1.0
936,17.0,264.0,54.0,3.0,632.0,6.0,17.0,13.0,588.0,4.0,232.0,22.0,290.0,519.0,1.0,3.0,26.0,16.0,513.0,33.0,4.0,115.0,2401.0,384.0,24.0,92.0,11.0,11.0,52.0,51.0,311.0,118.0,6.0,639.0,11.0,3.0,1244.0,7.0,79.0,165.0,30.0,33.0,251.0,73.0,16.0,258.0,93.0,4.0,394.0,13.0,836.0,36.0,484.0,90.0,621.0,12.0,20.0,209.0,284.0,7.0,22.0,9.0
937,1.0,2.0,5.0,0.0,6.0,0.0,2.0,3.0,2.0,0.0,3.0,2.0,8.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,8.0,1.0,4.0,2.0,4.0,0.0,6.0,1.0,3.0,2.0,41.0,3.0,5.0,5.0,3.0,0.0,12.0,2.0,3.0,3.0,0.0,10.0,5.0,5.0,3.0,0.0,1.0,0.0,5.0,2.0,4.0,0.0
939,76.0,205.0,870.0,3.0,270.0,362.0,188.0,13.0,395.0,14.0,231.0,131.0,147.0,2967.0,10.0,24.0,27.0,2526.0,300.0,11.0,4.0,122.0,24.0,341.0,177.0,512.0,12.0,80.0,2538.0,43.0,141.0,387.0,23.0,52.0,1014.0,9.0,415.0,0.0,90.0,486.0,94.0,381.0,144.0,634.0,38.0,26.0,80.0,36.0,191.0,25.0,902.0,562.0,152.0,405.0,855.0,74.0,440.0,176.0,566.0,126.0,7.0,209.0
94,36.0,437.0,26.0,14.0,403.0,13.0,21.0,29.0,487.0,11.0,359.0,428.0,210.0,127.0,5.0,16.0,468.0,37.0,793.0,15.0,8.0,691.0,1507.0,1038.0,12.0,98.0,13.0,35.0,91.0,87.0,712.0,324.0,21.0,635.0,955.0,1000.0,2041.0,12.0,189.0,557.0,721.0,303.0,742.0,565.0,27.0,1690.0,2716.0,11.0,399.0,44.0,341.0,169.0,28.0,239.0,61.0,615.0,458.0,777.0,367.0,348.0,253.0,600.0
941,1.0,0.0,4.0,0.0,9.0,0.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0,1.0,0.0,10.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,42.0,0.0,2.0,4.0,0.0,4.0,0.0,3.0,8.0,7.0,6.0,1.0,1.0,3.0,3.0,3.0,8.0,3.0,7.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0
942,6.0,3.0,24.0,1.0,10.0,19.0,2.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,5.0,4.0,7.0,0.0,1.0,27.0,3.0,5.0,0.0,1.0,9.0,3.0,8.0,1.0,1.0,69.0,1.0,2.0,2.0,12.0,318.0,3.0,2.0,3.0,5.0,1.0,53.0,79.0,5.0,8.0,4.0,2.0,2.0,0.0,0.0,75.0,9.0,2.0,7.0,31.0,7.0,41.0,4.0,19.0,0.0,15.0
943,11.0,13.0,12.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,1.0,0.0,87.0,3.0,10.0,2.0,1.0,2.0,0.0,2.0,11.0,1.0,12.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,243.0,11.0,6.0,12.0,3.0,38.0,0.0,1.0,10.0,1.0,21.0,1.0,4.0,6.0,1.0,2.0,6.0,0.0,0.0,6.0,1.0,5.0,8.0,1.0,1.0,13.0,1.0,1.0,3.0,0.0,0.0
953,1.0,4.0,2.0,0.0,144.0,5.0,20.0,7.0,5.0,3.0,114.0,53.0,60.0,1.0,1.0,1.0,9.0,5.0,6.0,1.0,5.0,52.0,1.0,5.0,3.0,9.0,2.0,8.0,1.0,6.0,5.0,15.0,1.0,11.0,143.0,6.0,156.0,2.0,27.0,3.0,198.0,44.0,18.0,33.0,19.0,17.0,12.0,3.0,26.0,3.0,39.0,99.0,3.0,69.0,97.0,6.0,5.0,7.0,24.0,1.0,4.0,4.0
956,11.0,2.0,5.0,0.0,9.0,1.0,2.0,14.0,3.0,0.0,5.0,7.0,0.0,13.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,9.0,4.0,1.0,13.0,2.0,9.0,0.0,15.0,0.0,0.0,11.0,0.0,8.0,1.0,11.0,7.0,10.0,3.0,1.0,0.0,2.0,3.0,34.0,6.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
957,36.0,58.0,30.0,2.0,296.0,16.0,17.0,19.0,131.0,3.0,172.0,148.0,151.0,49.0,2.0,8.0,56.0,73.0,3.0,7.0,1.0,139.0,7.0,14.0,5.0,11.0,5.0,132.0,3359.0,98.0,6.0,1233.0,12.0,30.0,714.0,2.0,371.0,4.0,72.0,71.0,83.0,462.0,261.0,382.0,13.0,156.0,110.0,3.0,858.0,4.0,65.0,59.0,46.0,251.0,43.0,604.0,35.0,62.0,32.0,78.0,12.0,161.0
959,7.0,14.0,10.0,4.0,1.0,1.0,4.0,7.0,96.0,3.0,48.0,4.0,78.0,4.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,671.0,0.0,7.0,4.0,5.0,8.0,2.0,15.0,146.0,6.0,6.0,2.0,4.0,3.0,3.0,266.0,3.0,239.0,45.0,37.0,0.0,2.0,3.0,17.0,11.0,4.0,0.0,3.0,0.0,20.0,32.0,2.0,767.0,37.0,2.0,23.0,11.0,842.0,0.0,0.0,1.0
960,122.0,97.0,374.0,46.0,964.0,32.0,37.0,48.0,51.0,64.0,689.0,10546.0,991.0,55.0,55.0,19.0,409.0,369.0,591.0,2477.0,44.0,2771.0,30.0,23.0,24.0,582.0,93.0,80.0,112.0,696.0,757.0,406.0,28.0,261.0,2011.0,12593.0,2074.0,40.0,247.0,70.0,684.0,774.0,255.0,1415.0,45.0,82.0,4653.0,34.0,688.0,139.0,487.0,1339.0,5227.0,2768.0,1607.0,1157.0,1102.0,499.0,173.0,305.0,22.0,510.0
962,2.0,3.0,3.0,7.0,11.0,1.0,4.0,1.0,10.0,2.0,2.0,6.0,9.0,1.0,2.0,1.0,7.0,10.0,1.0,0.0,2.0,84.0,1.0,2.0,1.0,1.0,1.0,13.0,7.0,3.0,2.0,4.0,0.0,7.0,3.0,38.0,26.0,2.0,15.0,4.0,29.0,5.0,7.0,2.0,1.0,3.0,14.0,1.0,3.0,4.0,6.0,6.0,24.0,1.0,5.0,1.0,6.0,3.0,13.0,3.0,0.0,3.0
966,2.0,1.0,3.0,4.0,8.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,9.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,17.0,2.0,0.0,2.0,3.0,4.0,0.0,1.0,1.0
967,18.0,42.0,37.0,4.0,329.0,8.0,6.0,10.0,61.0,1.0,300.0,3.0,48.0,7.0,2.0,4.0,10.0,50.0,6.0,115.0,1.0,178.0,19.0,3.0,15.0,17.0,3.0,13.0,2557.0,11.0,4.0,0.0,3.0,5.0,276.0,3.0,233.0,0.0,308.0,105.0,614.0,59.0,108.0,163.0,6.0,3.0,26.0,2.0,10.0,7.0,44.0,235.0,17.0,224.0,490.0,19.0,32.0,147.0,110.0,4.0,2.0,81.0
972,390.0,505.0,752.0,32.0,557.0,3378.0,65.0,34.0,131.0,8.0,573.0,79.0,107.0,107.0,12.0,36.0,3395.0,93.0,2812.0,46.0,25.0,1877.0,6898.0,4526.0,1580.0,199.0,16.0,347.0,102.0,62.0,295.0,366.0,23.0,208.0,2480.0,37.0,1185.0,39.0,238.0,359.0,107.0,670.0,185.0,136.0,70.0,366.0,3129.0,19.0,461.0,82.0,702.0,224.0,10981.0,62.0,1230.0,38.0,104.0,74.0,35.0,180.0,1816.0,43.0
976,1.0,1.0,6.0,1.0,2.0,8.0,5.0,0.0,3.0,1.0,2.0,5.0,1.0,6.0,1.0,4.0,1.0,4.0,5.0,3.0,0.0,9.0,1.0,4.0,8.0,9.0,2.0,7.0,1.0,1.0,10.0,2.0,0.0,4.0,8.0,4.0,6.0,0.0,4.0,2.0,10.0,8.0,4.0,13.0,2.0,2.0,11.0,3.0,1.0,5.0,3.0,9.0,4.0,29.0,10.0,4.0,0.0,7.0,13.0,5.0,1.0,3.0
980,1.0,4.0,4.0,2.0,4.0,5.0,15.0,1.0,8.0,0.0,0.0,6.0,2.0,11.0,1.0,5.0,9.0,18.0,17.0,5.0,3.0,35.0,2.0,8.0,7.0,1.0,2.0,12.0,12.0,3.0,20.0,5.0,5.0,4.0,7.0,19.0,11.0,0.0,3.0,3.0,21.0,7.0,8.0,6.0,3.0,5.0,30.0,6.0,3.0,8.0,4.0,16.0,13.0,4.0,23.0,2.0,4.0,4.0,10.0,19.0,3.0,3.0
983,42.0,140.0,1489.0,3.0,2181.0,1387.0,79.0,16.0,500.0,12.0,195.0,178.0,494.0,3243.0,13.0,63.0,22.0,41.0,378.0,36.0,16.0,775.0,36.0,60.0,4345.0,184.0,14.0,231.0,29.0,751.0,115.0,7257.0,19.0,286.0,5146.0,17.0,408.0,9.0,16.0,105.0,9.0,2556.0,67.0,206.0,316.0,765.0,1994.0,35.0,693.0,9.0,448.0,644.0,14.0,58.0,635.0,353.0,90.0,33.0,776.0,84.0,35.0,28.0
984,5.0,3.0,1.0,0.0,0.0,2.0,23.0,66.0,13.0,0.0,41.0,1.0,46.0,2.0,0.0,1.0,1.0,6.0,8.0,21.0,0.0,14.0,29.0,33.0,11.0,26.0,1.0,11.0,4.0,2.0,6.0,17.0,0.0,5.0,3.0,4.0,23.0,13.0,29.0,6.0,160.0,62.0,4.0,2.0,3.0,4.0,13.0,1.0,21.0,36.0,5.0,9.0,6.0,161.0,11.0,18.0,2.0,77.0,27.0,13.0,8598.0,2.0
987,8.0,33.0,46.0,3.0,1773.0,2.0,2.0,8.0,99.0,0.0,39.0,5.0,111.0,11.0,2.0,2.0,6.0,3541.0,6.0,5.0,3.0,80.0,34.0,39.0,54.0,7.0,2.0,510.0,26.0,9.0,22.0,3.0,5.0,141.0,33.0,14.0,170.0,3.0,103.0,51.0,88.0,20.0,9.0,29.0,20.0,5.0,25.0,2.0,30.0,23.0,20.0,2467.0,82.0,310.0,112.0,214.0,111.0,61.0,13.0,42.0,4.0,154.0
99,7.0,50.0,44.0,2.0,408.0,118.0,3.0,22.0,307.0,3.0,575.0,13.0,43.0,260.0,1.0,6.0,10.0,7.0,19.0,8.0,1.0,112.0,10.0,7.0,29.0,12.0,6.0,14.0,24.0,54.0,592.0,6.0,6.0,153.0,299.0,4.0,676.0,0.0,202.0,178.0,657.0,142.0,108.0,47.0,36.0,6.0,59.0,8.0,45.0,12.0,769.0,429.0,11.0,619.0,1038.0,153.0,70.0,59.0,57.0,22.0,6.0,46.0
991,1.0,4.0,8.0,1.0,8.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,7.0,5.0,2.0,2.0,0.0,13.0,0.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,7.0,12.0,21.0,2.0,9.0,2.0,14.0,3.0,6.0,1.0,2.0,2.0,9.0,0.0,2.0,4.0,8.0,14.0,9.0,12.0,8.0,2.0,4.0,2.0,6.0,1.0,0.0,1.0
992,3.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,52.0,0.0,1.0,4.0,0.0,1.0,5.0,11.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,7.0,0.0,20.0,1.0,12.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0
